Ticker,AAPL,AMZN,BA,DIS,GOOGL,GS,INTC,JNJ,JPM,KO,LLY,META,MRK,MSFT,NFLX,NVDA,PEP,PFE,PG,PYPL,TSLA,UNH,V,WMT,XOM
LLY,0.01873422527125786,0.02295940732291579,0.008260279344412884,0.009300382499113016,0.017823638607412793,0.010327630516740714,0.016719617129019308,0.011859698567910245,0.010313351194192282,0.010215054824999287,0.08286093546497186,0.03164731334117517,0.020909691874521213,0.02098372215581422,0.02278841128649358,0.03710044589903718,0.01073629546676321,0.014628854929684522,0.01329703691824725,0.019066527440267492,0.014869525185611712,0.017512547375291305,0.01417814282906496,0.010002854539959728,0.005157236004138934
META,0.06635273031613256,0.11184164909675307,0.05140772158123551,0.05474663103713402,0.09530544746378299,0.042662720962061945,0.07580336144955493,0.004214087065704063,0.033119745956486014,0.008320329144156903,0.03164731334117517,0.23738545291265215,0.008279894693756108,0.07976896484980628,0.11457202377094179,0.13534715660351698,0.01098824497999601,0.017101551991710425,0.012286539338452812,0.10435094725438686,0.0947974935556121,0.0013956571955921204,0.04020888277186951,0.014560506757858405,0.006542874194145479
MRK,0.008366503645053987,0.0049365372249311635,0.0038212696891642573,0.0020438234004681974,0.00561590436728422,0.007520746598161615,0.0038306933892046906,0.014416205526032925,0.008215474390992222,0.010390753225054963,0.020909691874521213,0.008279894693756108,0.04010541009984719,0.006285376938832712,0.004614006063946309,0.00014736727341682214,0.01139085820809434,0.016500403774257107,0.013820487028834144,0.002327766943692499,-0.0032766934600956875,0.012192789008993822,0.00910183630568802,0.007823060473649784,0.007446760447666839
MSFT,0.051165444734539656,0.07286137200103139,0.03159183831544437,0.03621119568285011,0.062687164036617,0.029262603030587968,0.05360598288155683,0.006017944117463626,0.022846939052604334,0.012406914178778101,0.02098372215581422,0.07976896484980628,0.006285376938832712,0.07604695304523369,0.06100356449209778,0.09723824637856815,0.012767665638321069,0.01537136471293264,0.013437309187703816,0.053033648127721184,0.0709332905820909,0.012716884862453355,0.03191652844255421,0.013668321393296868,0.005555531410457133
NFLX,0.05934984954080252,0.09519832665720879,0.05555638517538449,0.06968727442954628,0.0672803697879551,0.038533574507434304,0.06735667389492658,0.0031489675716700172,0.0325778078799392,0.00882446719401165,0.02278841128649358,0.11457202377094179,0.004614006063946309,0.06100356449209778,0.2405677438466743,0.12552887085071365,0.007994330744771093,0.013832554630472074,0.009411738741885996,0.10325336610844053,0.11236455183654026,0.009366655010081066,0.03717033439840435,0.015573183265274394,0.015496422215832181
NVDA,0.08306595970860664,0.11793083735922733,0.07251304111891482,0.06619555275771506,0.09930339441289043,0.055739507469075036,0.102185112006496,-0.0053301731637453355,0.04522587845066543,0.007600741480007358,0.03710044589903718,0.13534715660351698,0.00014736727341682214,0.09723824637856815,0.12552887085071365,0.30548797428793356,0.007060132589985707,0.00795235724862627,0.0074230234643447345,0.09836885489416694,0.1555144962063071,0.012008512570691205,0.05165442468462107,0.013609296574465387,0.009255496539931367
PEP,0.014967952621445325,0.011422157805902937,0.00877269466997982,0.009602401235164542,0.01061542681114096,0.008680890436359872,0.010631331464866318,0.01243898352118916,0.009160991874288444,0.019807107843419287,0.01073629546676321,0.01098824497999601,0.01139085820809434,0.012767665638321069,0.007994330744771093,0.007060132589985707,0.02903526606831917,0.01238016849092386,0.018657735750168086,0.012294797738703508,0.010686228322320964,0.015446267672342669,0.01260634846406815,0.013450166655227377,0.0064703254615963894
PFE,0.014020237378500885,0.01444489646359899,0.014770813318067896,0.012619449346735315,0.01222923782639544,0.015732632620750902,0.019011089562565142,0.018898046230247843,0.0151849855702378,0.013264729386495849,0.014628854929684522,0.017101551991710425,0.016500403774257107,0.01537136471293264,0.013832554630472074,0.00795235724862627,0.01238016849092386,0.05958867545159032,0.011307857831185411,0.018459439229696617,0.009641840005613243,0.016143199208405533,0.01409065171514392,0.008098249428062695,0.010632813575171129
PG,0.01367811243092692,0.00885286028551383,0.008682765436247436,0.009762811726522828,0.010071510178700034,0.007280629946745218,0.013669240465239435,0.0124914630122256,0.009338331854315573,0.017882164607957808,0.01329703691824725,0.012286539338452812,0.013820487028834144,0.013437309187703816,0.009411738741885996,0.0074230234643447345,0.018657735750168086,0.011307857831185411,0.030935356482853314,0.011220481095941082,0.005862650737299248,0.013696430208599519,0.012893490601594228,0.013467438988426629,0.0019876450127247628
PYPL,0.05371134977895957,0.08579543001093802,0.05798870462558918,0.059029855418768186,0.06318402931552616,0.05332509261014978,0.05897640222091724,0.006849248516945209,0.04414728462591935,0.011512210184956203,0.019066527440267492,0.10435094725438686,0.002327766943692499,0.053033648127721184,0.10325336610844053,0.09836885489416694,0.012294797738703508,0.018459439229696617,0.011220481095941082,0.19821008750317307,0.11269556016872703,0.012126305005523997,0.041593480896823104,0.016954064133428284,0.0177892634961976
TSLA,0.08297291439094769,0.10553626114953871,0.07078819622556379,0.06443117288932045,0.0809904938361342,0.05381372213440969,0.08814072986964654,0.00027187145786343117,0.04643493777189554,0.0077016535355090366,0.014869525185611712,0.0947974935556121,-0.0032766934600956875,0.0709332905820909,0.11236455183654026,0.1555144962063071,0.010686228322320964,0.009641840005613243,0.005862650737299248,0.11269556016872703,0.37581551811712594,0.01673337774252756,0.04784798099144346,0.020520176831136938,0.01056368335786063
UNH,0.014347772114805202,0.008378993612371223,0.012926282090204633,0.00984898790235842,0.00984793158336372,0.014367960907729257,0.009062032583974313,0.013454192369211929,0.014689980041855406,0.0133163664441589,0.017512547375291305,0.0013956571955921204,0.012192789008993822,0.012716884862453355,0.009366655010081066,0.012008512570691205,0.015446267672342669,0.016143199208405533,0.013696430208599519,0.012126305005523997,0.01673337774252756,0.05956295497586198,0.013425953983240544,0.009122630482229714,0.01113714486374622
V,0.03273556161157051,0.03778925147783499,0.026435414106619065,0.03020828084583354,0.032699343861840764,0.028348923673887506,0.02957362142964448,0.0087758637970411,0.02735540610595695,0.013626672643694507,0.01417814282906496,0.04020888277186951,0.00910183630568802,0.03191652844255421,0.03717033439840435,0.05165442468462107,0.01260634846406815,0.01409065171514392,0.012893490601594228,0.041593480896823104,0.04784798099144346,0.013425953983240544,0.04935083479929642,0.009558677556907496,0.013376586447566638
WMT,0.013522574023618237,0.020562328827625088,0.010887604563914919,0.012935504510421714,0.013774056716310008,0.009310551667470307,0.012729350388842955,0.008480208462821819,0.008937334100547513,0.012452980649569819,0.010002854539959728,0.014560506757858405,0.007823060473649784,0.013668321393296868,0.015573183265274394,0.013609296574465387,0.013450166655227377,0.008098249428062695,0.013467438988426629,0.016954064133428284,0.020520176831136938,0.009122630482229714,0.009558677556907496,0.0425461359488993,0.007098089861185794
XOM,0.012514309151326994,0.010434811007110597,0.01986348962291544,0.020221347962624033,0.006830257361464029,0.021992601123413995,0.016587396834394745,0.005316908635371988,0.020349188025999918,0.007130129416784065,0.005157236004138934,0.006542874194145479,0.007446760447666839,0.005555531410457133,0.015496422215832181,0.009255496539931367,0.0064703254615963894,0.010632813575171129,0.0019876450127247628,0.0177892634961976,0.01056368335786063,0.01113714486374622,0.013376586447566638,0.007098089861185794,0.07412213944338576
